PID,Title,Link,owner,Comments
PID012802,Bring up PID012802 to cosmos MR1,http://review.sonyericsson.net/#/c/1270627,platform/packages/services/Telephony
PID009224,Bring up PID009224,http://review.sonyericsson.net/#/c/1270475,platform/packages/services/Telephony
PID011524,Bring up PID011524 to cosmos MR1,http://review.sonyericsson.net/#/c/1270238,platform/packages/services/Telephony
PID009160,Bring up PID009160 to cosmos MR1,http://review.sonyericsson.net/#/c/1269368,platform/packages/services/Telephony
PID012444,Bring up PID012444 to cosmos MR1,http://review.sonyericsson.net/#/c/1269277,platform/packages/services/Telephony
PID008531,Bring up PID008531 to cosmos MR1,http://review.sonyericsson.net/#/c/1269245,platform/packages/services/Telephony
PID010932,Bring up PID010932 to cosmos MR1,http://review.sonyericsson.net/#/c/1269197,platform/packages/services/Telephony
PID010960,Bring up PID010960 to cosmos MR1,http://review.sonyericsson.net/#/c/1268470,platform/packages/services/Telephony
PID008416,Bring up PID008416 to cosmos MR1,http://review.sonyericsson.net/#/c/1268429,platform/packages/services/Telephony
,Add new api which check if the voice service is STATE_IN_SERVICE It can acquire service state in the guest user process.,http://review.sonyericsson.net/#/c/1268319,platform/packages/services/Telephony
,Cosmos MR1 bring up,http://review.sonyericsson.net/#/c/1267521,platform/packages/services/Telephony
,Remove MTK original translation,http://review.sonyericsson.net/#/c/1096795,platform/packages/apps/PhoneCommon
11525,DSDS: data connection state change event DS adaption,http://review.sonyericsson.net/#/c/1166430,platform/packages/services/Telephony
,Wrong phone sub CF notification icon shown,http://review.sonyericsson.net/#/c/1165109,platform/packages/services/Telephony
,SS notification is not displayed during MO Voice Call,http://review.sonyericsson.net/#/c/1163416,platform/packages/services/Telephony
,Phone account icon issue,http://review.sonyericsson.net/#/c/1161816,platform/packages/services/Telephony
,Type PIN2 screen doesn't appear when edit the contact number,http://review.sonyericsson.net/#/c/1161712,platform/packages/services/Telephony
,Data roaming settings of non data traffic SIM card should be gray out,http://review.sonyericsson.net/#/c/1161732,platform/packages/services/Telephony
,Wrong max length of phone number in FDN list.,http://review.sonyericsson.net/#/c/1144052,platform/packages/services/Telephony
,"Wrong toast popup when click ""Activate fixed dialing"" in call settings",http://review.sonyericsson.net/#/c/1143567,platform/packages/services/Telephony
12259,Enable debug log of TeleService,http://review.sonyericsson.net/#/c/1142749,platform/packages/services/Telephony
12150,Strings for Conference URI setting,http://review.sonyericsson.net/#/c/1142649,platform/packages/services/Telephony
10972,Answering machine was missing from Search in Settings,http://review.sonyericsson.net/#/c/1142638,platform/packages/services/Telephony
10860,Gray out dependent menu in call blocking settings,http://review.sonyericsson.net/#/c/1125690,platform/packages/services/Telephony
11523,DSDS: voicemail in call log dsds adaption,http://review.sonyericsson.net/#/c/1101309,platform/packages/services/Telephony
9160,Update launcher SIP icon,http://review.sonyericsson.net/#/c/1090067,platform/packages/services/Telecomm
9160,Update the application icon for Telecom,http://review.sonyericsson.net/#/c/1088685,platform/packages/services/Telecomm
,MTK MP has add the interface to disconnect all the call,http://review.sonyericsson.net/#/c/1093091,platform/packages/services/Telecomm
,Emergency call display in call log when make a emergency call.,http://review.sonyericsson.net/#/c/1098484,platform/packages/services/Telecomm
11522,FP16210 DSDS Answering Machine,http://review.sonyericsson.net/#/c/1087002,platform/packages/services/Telecomm
PID11522,Adaption for PID11522,http://review.sonyericsson.net/#/c/1271633,platform/packages/services/Telecomm
PID11889,Adaption for PID11889,http://review.sonyericsson.net/#/c/1271618,platform/packages/services/Telecomm
8529,Telecom app crash when make outgoing calls in guest mode.,http://review.sonyericsson.net/#/c/1267507,platform/packages/services/Telecomm
4384,Volume index is incorrect When reseting to normal from vibrate mode,http://review.sonyericsson.net/#/c/1265171,platform/packages/services/Telecomm
PID9223,Bring up PID9223 to Cosmos MR1,http://review.sonyericsson.net/#/c/1265136,platform/packages/services/Telecomm
9720,Bring up PID9720 to Cosmos MR1,http://review.sonyericsson.net/#/c/1265111,platform/packages/services/Telecomm
PID11336,Bring up PID11336 to Cosmos MR1,http://review.sonyericsson.net/#/c/1264966,platform/packages/services/Telecomm
PID11522,Bring up PID11522 to Cosmos MR1,http://review.sonyericsson.net/#/c/1264306,platform/packages/services/Telecomm
12009,Incoming call is ended when hang up Active call.,http://review.sonyericsson.net/#/c/1264285,platform/packages/services/Telecomm
,Display SIM1 icon when switch sixth call and conference call,http://review.sonyericsson.net/#/c/1195003,platform/packages/apps/InCallUI
10246,Show on hold notification for voice calls,http://review.sonyericsson.net/#/c/1179314,platform/packages/apps/InCallUI
,Conference Call UI adjustment,http://review.sonyericsson.net/#/c/1180340,platform/packages/apps/InCallUI
,Ongoing call flash in status bar after pressing power key twice,http://review.sonyericsson.net/#/c/1178493,platform/packages/apps/InCallUI
10932,Fix the indication of UX review,http://review.sonyericsson.net/#/c/1159785,platform/packages/apps/InCallUI
,Reset the connection pending flag when bluetooth is disconnected,http://review.sonyericsson.net/#/c/1212632,platform/packages/services/Telecomm
10246,Include held/resumed SS notification,http://review.sonyericsson.net/#/c/1184170,platform/packages/services/Telecomm
,The total call time in Service tests always displays wrong,http://review.sonyericsson.net/#/c/1183458,platform/packages/services/Telecomm
,Include held/resumed SS notification,http://review.sonyericsson.net/#/c/1180645,platform/frameworks/base
,The string/label Ñ¢çAttempts remainingÑ¢ù shouldn't displayed,http://review.sonyericsson.net/#/c/1191280,platform/packages/services/Telephony
11525,DSDS: Data traffic state is wrong after click QS button,http://review.sonyericsson.net/#/c/1169829,platform/packages/services/Telephony
,Merge remote-tracking branch 'remotes/origin/odm/arima/android/l-chambal-cosmos-somc' into rebaseMain,http://review.sonyericsson.net/#/c/1106924,platform/packages/services/Telecomm
